Composer,Title,FormID,MidiFile,FormURL,MidiURL,music_period
Alexander Scriabin,Etude in D-flat Major Op. 8 No. 10,1,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSdCvapKc-i8NLm6R6gLVOn7tDA1BDEQHN5zNgUka0WvpyP9Ng/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,Romantic
Alexander Scriabin,Etudes from Op.8,1,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfV31tB7fqyDSCoKHoPxZhoOLzo_AcvJT8zpaXsn_L5Kkc3kg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,Romantic
Alexander Scriabin,Fantasy Op. 28 in B Minor,1,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLSfUq6qgHkxTHJDSwe-Py3aBKm8U4u52OAn5qKM1l0WIFo58_g/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,Romantic
Alexander Scriabin,Fantasy in B Minor Op. 28,1,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSd-Qbd_hWZTsGaT4fpsJg4g0txn8ey0L3qVCkFvg3qID2pk_A/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,Romantic
Alexander Scriabin,Fantasy Op. 28,1,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,https://docs.google.com/forms/d/e/1FAIpQLSfounxi-uVLPykV6qGZcV2SzilPGm3TnBz98p68OUQYc3dg9A/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,Romantic
Alexander Scriabin,Fragilite Op.51,1,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSe1qII03o4bY8VzS9XMtjJIA09eA6d2pwaRNKoiG1ObwxRZ2g/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,Romantic
Alexander Scriabin,Prelude and Nocturne for Left Hand Op. 9,1,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLSeq-x59kmijnPbJ_oF-UHUHcel4G2mmzMBD9fJ3yTa60-Xn6A/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,Romantic
Alexander Scriabin,Sonata No. 2,1,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSfaTX7S8c7sm_H4Av_1e3BaHxV-OIhSBCC5TMi6SDBc6FvxwQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,Romantic
Alexander Scriabin,Sonata No. 2 in G-sharp Minor Op. 19,1,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLSfhD8fz5sU3_yztQ1W7pVSEEa2fXm6Dza_1eQV-vFcn9nRbWQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,Romantic
Alexander Scriabin,Sonata No. 2 in G-sharp Minor Op. 19,2,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSfj0SPqo_m341vKe-vMFgpJG4mTAsJPPrIaJzP6saBZyixKpA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,Romantic
Alexander Scriabin,Sonata No. 2 in G-sharp Minor Op. 19 (Complete),3,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLScxUlbAe9f4yrFKhNkJNZojSqRVIwvul0fBsBayJp9imiO6mQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,Romantic
Alexander Scriabin,Sonata No. 3 in F-sharp Minor Op. 23,1,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSdjk8REAme_RS_D8yVg0M9psDVgh9VkshHlQYdV_Ux0NwakZg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,Romantic
Alexander Scriabin,Sonata No. 3 in F-sharp Minor Op. 23,2,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSc-cfKsnrjPckUuj2orQryHfElQe-RcLlddz1DFUEteRg80wA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,Romantic
Alexander Scriabin,Sonata No. 3 in F-sharp Minor Op. 23,3,2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLScyHsB4YltFX6zrxjmntw9Z-mojpHH1DvB6iIjd_UoLm_ry5A/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,Romantic
Alexander Scriabin,Sonata No. 4 in F-sharp Major Op.30,1,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLSel9to9PylFpAqCNJ3-fhmcbO3s2oPiI5eKtUtwyup99kGjIQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,Romantic
Alexander Scriabin,Sonata No. 5 in F-sharp Minor Op. 53,1,2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSc9DqxkNcnjWynznJgx59haYIcifwHOaPm6L3gRJL_ZMAwogA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,Romantic
Alexander Scriabin,Sonata No. 5 Op. 53,1,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSdddZIpZzKLCWXZ_NKatw1_i9Z_0n9OyhqvHSq2eELYWrm2Hw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,Romantic
Alexander Scriabin,Sonata No. 5 Op. 53,2,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSdV-e3uoISsc734DGECZJljY-tnarYrD6LHVb2nKNd3rIRKpQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,Romantic
Alexander Scriabin,Sonata No. 5 Op. 53,3,2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSe87bD5UasU-zxjb78U59_MSnBhATzv5Abve6yv8-X3sdD5Cg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,Romantic
Alexander Scriabin,Sonata No. 5 Op. 53,4,2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLSdPhMuPt-PeDvI1xi6HoWylq_7vh_ZMjcoVa-CWJ9yDRTwi9A/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,Romantic
Alexander Scriabin,Sonata No. 5 Op. 53,5,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,https://docs.google.com/forms/d/e/1FAIpQLSdCLVsow6RTNugPRVw72Faj3IoavG5J4HJ4D4e1FkFzZZeQyQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,Romantic
Alexander Scriabin,Sonata No. 5 Op. 53,6,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLSfkrtdzBgzmcmU-5Fv09HeFiozIn3q7_kwM7iinCNdXEIefKg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,Romantic
Alexander Scriabin,Sonata No. 9,1,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSf6FLHkO3_I9vzLbkViPYDQGik_GgKg62YwkZpQUeAuEzfmjw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,Romantic
Alexander Scriabin,Sonata No. 9,2,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeeIkAMktZAdiKlTwEYJMjfStN3UQkKO8yuoGm4motH7eLvXw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,Romantic
Alexander Scriabin,Sonata No. 9 Op. 68,1,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSfJDiOcOHXY9y6wdM5P9jbBVjiynrfKbmZ4b4EO_PyCnDEblA/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,Romantic
Alexander Scriabin,"Sonata No. 9 Op. 68 ""Black Mass""",1,2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,https://docs.google.com/forms/d/e/1FAIpQLScA_tFj29cEVNGWCIKmFe9KVCk_8POBwcrb1H8AZtCjbXSiLg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,Romantic
Alexander Scriabin,Two Impromptus Op. 14 (Complete),1,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLSc1hy00SaYEVNVZGy805ZtCrJnrHhBIQUhBWwFv620vztkV6w/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,Romantic
Alexander Scriabin,Waltz Op. 38,1,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLSdATVtCjxzTrFcqrqKa1VBq6uZ0o7okD1InTds2CWePka1BAQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,Romantic
Antonio Soler,Sonata No. 10 in B Minor,1,2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLScQ33UjTfXMB6z4n79SI6ryHEcAZYP3DSY1MNQ9mdKWXGXm_w/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,Baroque
Carl Maria von Weber,Sonata No. 1 2nd 3rd and 4th movements,1,2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLSekxX1opcQGatPUPOwALJx5NNVPGv91CtoDIu9R7hYHaY5DQg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.midi,Romantic
Charles Gounod / Franz Liszt,Faust Waltz,1,2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSf_zWWjzahlmMF8my7pJivLrn5FAO9lHzBqO_ahfE7ZyRg25Q/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,Romantic
Claude Debussy,Feux d'artifice from Book II,1,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLSfPl2Wtm6W71YXOgP4c0YOHp21NtZf0KSagujnY09Yk0DJD1g/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,Impressionism
Claude Debussy,Images Series I,1,2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSd31tHxIERZMJnq8fCT3Q0cPbumtdCdnQSmhuAzGkq7l-CP8g/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,Impressionism
Claude Debussy,Les collines d'Anacapri from Preludes Book I,1,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLSed_8w0Lafam2EemblW-2y5zexpLtzGzZtZTuKE91Bdc0_OuQ/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,Impressionism
Claude Debussy,Ondine from Book II,1,2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLSccUbFkVu1WPSlhqy2bUTVC4wOFmXZmM2f0JMQLn_-9v-t6ew/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,Impressionism
Claude Debussy,Voiles from Preludes Book I,1,2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLScCuxS276bEQrpujQx3K-CAK66oILdikQ0WwzoLIxsSZWFSFw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,Impressionism
Claude Debussy,Barcarolle Op. 60,1,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,https://docs.google.com/forms/d/e/1FAIpQLScXl1X88-TTLnkSWb--Z8T_jrY411vvDJ6bVsUPr_KL2u4KLg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,Impressionism
Claude Debussy,Bruyeres,1,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.midi,https://docs.google.com/forms/d/e/1FAIpQLSeD-L96x1g_ADAX4QbkmeyIGjENC2YtfIfVwtzOFm1NKKNm0Q/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.midi,Impressionism
Claude Debussy,Estampes (Complete),1,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.midi,https://docs.google.com/forms/d/e/1FAIpQLSdqFkznKf0BWcFpZ7CGWCy48PwNc6Nm4YM_peGukrvmwuNuWg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.midi,Impressionism
Claude Debussy,"Etude ""Pour le arpeges composes""",1,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSfqDu4_aSCmvA3MEXzo6R5l2Yd5dJZJwSdt6aQnzl86KEU6rg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,Impressionism
Claude Debussy,"Etude ""Pour les accords""",1,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSeow1gpr7DC4ekGEFbVmiJDc4ZWaI_TZWZwpOpEFu0pf9FuJg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,Impressionism
Claude Debussy,"Etude ""Pour les huit doigts""",1,2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,https://docs.google.com/forms/d/e/1FAIpQLSdannfTT99-HO8IcjlQdGHpCpZoNzwOjqF7XjO4vNm33I7PPw/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,Impressionism
Claude Debussy,"Etude No. 6 Book I ""Pour les huits doigts""",1,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,https://docs.google.com/forms/d/e/1FAIpQLSeij37Wlqp0YDEaTe-uzg05pfPk1dsDm7-0bYhKn_NpoxnrHg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,Impressionism
Claude Debussy,"Etude No. 7 ""Study in Chromatic Steps""",1,2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,https://docs.google.com/forms/d/e/1FAIpQLScEqI8iSOMlJwQL89uXgXrJ4lmBRfpRObHmKlUwhIJxrL6MKg/viewform,https://OpenMusicDataset.github.io/Maestro/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,Impressionism
